id,brand,model,price_total,price_vehicle,year,mileage,displacement,transmission,prefecture,category,link,crawl_date,year_ce,mileage_wan_km,displacement_cc,vehicle_class,brand_clean,brand_origin
309,メルセデス・ベンツ,Bクラス B200d ディーゼルターボ レーダーセーフティパッケージ シートヒーター パワーバックドア パワーシート ハーフレザーシート LEDヘッドライト 純正ナビ 純正OPドラレコ バックカメラ ACC BSM レーンキープ ETC Bluetooth ワイヤレス充電,239.8,231.2,"2021
(R03)","2
万km",1900CC,8AT,Tokyo,进口车,/usedcar/detail/AU7033907531/index.html,2026-06-21,2021,2.0,1900.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
310,アウディ,TT クーペ 2.0 TFSI クワトロ 4WD バーチャルコックピット Audiサイドアシスト クルーズコントロール パドルシフト MMIナビ バックカメラ ビルトインETC ステアリングスイッチ 前席パワーシート 前席ドライブレコーダー アドバンストキー,208.8,201.7,"2017
(H29)","4.9
万km",2000CC,6AT,Nagano,进口车,/usedcar/detail/AU7055203854/index.html,2026-06-21,2017,4.9,2000.0,Mid-size (1501-2000cc),Audi,Import
311,ミニ,ミニクロスオーバー クーパー D,234.9,220.9,"2020
(R02)","2.5
万km",2000CC,MT,Osaka,进口车,/usedcar/detail/AU7091865507/index.html,2026-06-21,2020,2.5,2000.0,Mid-size (1501-2000cc),MINI,Import
312,,ＢＭＷ 2シリーズグランクーペ 218d プレイ ディーゼルターボ 認定中古　純正ナビ　アダプティブクルーズコントロール　アップルカープレイ　インテリジェントセーフティ　バックカメラ　LED,239.8,225.0,"2022
(R04)","2.2
万km",2000CC,MT,Aichi,进口车,/usedcar/detail/AU7034903099/index.html,2026-06-21,2022,2.2,2000.0,Mid-size (1501-2000cc),Unknown,Import
313,ジープ,チェロキー リミテッド 4WD アダプティブクルーズコントロール 黒革シート シートヒーター パワーシート 電動リアゲート バックカメラ クリアランスソナー スマートキー HIDヘッドランプ 純正ナビ Bluetooth,179.9,158.2,"2017
(H29)","2.6
万km",3200CC,MT,Hokkaido,进口车,/usedcar/detail/AU7049856504/index.html,2026-06-21,2017,2.6,3200.0,Luxury (3001cc+),Jeep,Import
314,プジョー,208 アリュール 純正ナビ クルコン ドラレコ バックカメラ,139.8,133.1,"2021
(R03)","3.6
万km",1200CC,MT,Shizuoka,进口车,/usedcar/detail/AU7064472382/index.html,2026-06-21,2021,3.6,1200.0,Compact (<=1500cc),Peugeot,Import
315,,ルノー トゥインゴ GT LEDヘッドライト　ワンオーナー　ハーフレザー　シートヒーター　クルーズコントロール　パーキングソナー　盗難防止システム　プライバシーガラス　オートライト　純正17インチAW　ETC　禁煙車,154.9,141.7,"2018
(H30)","1.3
万km",900CC,MT,Chiba,进口车,/usedcar/detail/AU7016751402/index.html,2026-06-21,2018,1.3,900.0,Compact (<=1500cc),Unknown,Import
316,プジョー,3008 クロスシティ 特別限定車 アンビエントライト ハーフレザー シートヒーター メモリー付きパワーシート 純正ディスプレイオーディオ ACC レーンキープアシスト ブラインドスポットモニタ ヒルディセントコントロール LED ドラレコ,159.8,151.3,"2019
(H31)","4.3
万km",1600CC,MT,Shizuoka,进口车,/usedcar/detail/AU7065079956/index.html,2026-06-21,2019,4.3,1600.0,Mid-size (1501-2000cc),Peugeot,Import
317,プジョー,208 アリュール 純正ディスプレイオーディオ car play ワイヤレスデバイスチャージャ― 360°バックカメラ ドライブレコーダー前後 LEDヘッドライト ステアリモコン プッシュスタート ETC,149.8,139.8,"2021
(R03)","2.1
万km",1200CC,MT,Aichi,进口车,/usedcar/detail/AU6907816200/index.html,2026-06-21,2021,2.1,1200.0,Compact (<=1500cc),Peugeot,Import
318,メルセデス・ベンツ,Aクラス A180 スタイル レーダーセーフティ ACC 純正ナビ TV バックカメラ applecarplay 純正16インチAW LEDヘッドライト クリアランスソナー ブラインドスポット スマートキー ハーフ革 Dメモリ付きパワーシート シートヒーター,124.8,117.3,"2017
(H29)","2.6
万km",1600CC,MT,Osaka,进口车,/usedcar/detail/AU7066966671/index.html,2026-06-21,2017,2.6,1600.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
319,フォルクスワーゲン,パサート TDI ハイライン ディーゼルターボ 黒革 ACC/BSM テクロノジーPKG デジタルメータークラスター 純正ナビ/TV Bluetooth アンビエントライト 前席パワーシート 前席シートヒーター イージーオープン 純正18インチAW,189.8,182.2,"2018
(H30)","6.5
万km",2000CC,MT,Fukuoka,进口车,/usedcar/detail/AU6915725589/index.html,2026-06-21,2018,6.5,2000.0,Mid-size (1501-2000cc),VW,Import
320,ミニ,ミニクラブマン クーパー S オール4 4WD 認定中古車・Bluetooth接続・純正ナビ・バックカメラ・ユニオンジャックテールランプ・車線逸脱警告・オートワイパー・追従機能・オットマン,264.8,245.0,"2021
(R03)","1.3
万km",2000CC,MT,Aichi,进口车,/usedcar/detail/AU7007684727/index.html,2026-06-21,2021,1.3,2000.0,Mid-size (1501-2000cc),MINI,Import
321,フィアット,パンダ イージー シティブレーキコントロール(衝突被害軽減ブレーキ) レザーステアリングホイール 純正ドライブレコーダー terzoキャリア FM/AM/USBオーディオ ヒーテッドドアミラー キーレスエントリー,124.8,115.7,"2021
(R03)","2
万km",900CC,MT,Shiga,进口车,/usedcar/detail/AU6929082497/index.html,2026-06-21,2021,2.0,900.0,Compact (<=1500cc),Fiat,Import
322,ミニ,ミニクラブマン クーパー D ワンオーナー アダブティブクルーズコントロール レーンキープアシスト 純正ナビ バックカメラ インテリS ハーフレザー LEDヘッドライト 純正17インチAW ドライブレコーダー 2.0ETC パークディスタンス,206.8,199.8,"2021
(R03)","6.1
万km",2000CC,MT,Shizuoka,进口车,/usedcar/detail/AU7026059599/index.html,2026-06-21,2021,6.1,2000.0,Mid-size (1501-2000cc),MINI,Import
323,ボルボ,V60 プラス B4 デニムブルーメタリック/ドラレコ/ETC,316.7,299.9,"2023
(R05)","3.2
万km",2000CC,MT,Kanagawa,进口车,/usedcar/detail/AU7017763903/index.html,2026-06-21,2023,3.2,2000.0,Mid-size (1501-2000cc),Volvo,Import
324,,ルノー カングー リミテッド ディーゼル MT 6速MT/社外SDナビ(avic-rz811)/Bluetooth・フルセグTV・DVD・CD・SD・FM・AM/コーナーセンサー/純正フロアマット/ルーフレール/ETC/スライドドア/フォグランプ,299.8,292.3,"2021
(R03)","3.7
万km",1500CC,6MT,Tokyo,进口车,/usedcar/detail/AU7079975619/index.html,2026-06-21,2021,3.7,1500.0,Compact (<=1500cc),Unknown,Import
325,アウディ,A1スポーツバック 25 TFSI アドバンスト コンビニエンス&アシスタンスパッケージ ナビゲーションパッケージ スマートフォンインターフェイス ワイヤレスチャージング アダプティブクルーズコントロール 認定中古車,290.9,274.7,"2025
(R07)","0.1
万km",1000CC,MT,Tokyo,进口车,/usedcar/detail/AU7058631156/index.html,2026-06-21,2025,0.1,1000.0,Compact (<=1500cc),Audi,Import
326,,ルノー ルーテシア インテンス テックパック 黒革シート シートヒーター 7インチマルチメディア 360度カメラ Bluetooth アクティブクルーズコントロール BOSEサウンド レーンキープアシスト ブラインドスポット LEDヘッドライト 純正18インチアルミ ETC,129.8,123.0,"2020
(R02)","5.2
万km",1300CC,MT,Kumamoto,进口车,/usedcar/detail/AU7034390211/index.html,2026-06-21,2020,5.2,1300.0,Compact (<=1500cc),Unknown,Import
327,,ＢＭＷ 1シリーズ 118d スポーツ パーキングサポート/コンフォートpkg クルーズコントロール インテリジェントセーフティ 純正ナビ バックカメラ スポーツシート LEDフォグ/ヘッドランプ 純正16インチAW ミラー内蔵ETC,134.9,120.3,"2016
(H28)","2.4
万km",2000CC,MT,Saitama,进口车,/usedcar/detail/AU6993858957/index.html,2026-06-21,2016,2.4,2000.0,Mid-size (1501-2000cc),Unknown,Import
328,フォルクスワーゲン,ゴルフヴァリアント TDI スタイル ディーゼルターボ テクノロジーPKG ヘッドアップディスプレイ 純正ナビ バックカメラ シートヒーター デジタルメーター LEDヘッドライト オートライト フルセグTV パドルシフト レーンアシスト BSM ETC,237.8,227.2,"2023
(R05)","1.6
万km",2000CC,MT,Chiba,进口车,/usedcar/detail/AU7065076626/index.html,2026-06-21,2023,1.6,2000.0,Mid-size (1501-2000cc),VW,Import
329,ミニ,ミニクラブマン クーパー S オール4 プレミアムプラスパッケージ 4WD 認定中古車・Bluetooth接続・純正ナビ・バックカメラ・ユニオンジャックテールランプ・車線逸脱警告・オートワイパー・追従機能・オットマン・アップルカープレイ搭載,394.5,375.0,"2024
(R06)","1.7
万km",2000CC,MT,Aichi,进口车,/usedcar/detail/AU7005776310/index.html,2026-06-21,2024,1.7,2000.0,Mid-size (1501-2000cc),MINI,Import
330,フィアット,500X ポップスター プラス Dオーディオ Bカメラ ACC LKA BSM PDC(リヤ) 黒革シート 8ウェイパワーシート/シートヒーター(フロント) 衝突被害・軽減ブレーキ AppleCarPlay/androidauto 純正18インチAW レザーステアリングホイール ETC2.0,126.8,119.8,"2018
(H30)","2.5
万km",1400CC,MT,Shizuoka,进口车,/usedcar/detail/AU7045242801/index.html,2026-06-21,2018,2.5,1400.0,Compact (<=1500cc),Fiat,Import
331,ミニ,ミニ クーパーSD 3ドア 純正ナビ バックカメラ 追従型クルーズコントロール 前後コーナーセンサー 前後ドライブレコーダー 衝突軽減システム オートライト ステアリングスイッチ MTモード付AT スマートキー アイドリングストップ,185.8,178.0,"2021
(R03)","4.2
万km",2000CC,8AT,Shiga,进口车,/usedcar/detail/AU6888253684/index.html,2026-06-21,2021,4.2,2000.0,Mid-size (1501-2000cc),MINI,Import
332,プジョー,5008 GT メタリック・コッパー/ドラレコ/ETC,306.4,289.9,"2022
(R04)","2.3
万km",1600CC,MT,Kanagawa,进口车,/usedcar/detail/AU6954769852/index.html,2026-06-21,2022,2.3,1600.0,Mid-size (1501-2000cc),Peugeot,Import
333,ミニ,ミニクラブマン ジョン・クーパー・ワークス 4WD 純正ディスプレイオーディオ Apple Car Play ハーマンカードン コンフォートアクセス バックカメラ LEDヘッドライト ACC Bluetooth 4WD ETC2.0 禁煙車 インテリジェントセーフティ ドライビングモード ミラーETC,389.8,378.5,"2023
(R05)","3.5
万km",2000CC,MT,Tokyo,进口车,/usedcar/detail/AU6956436288/index.html,2026-06-21,2023,3.5,2000.0,Mid-size (1501-2000cc),MINI,Import
334,メルセデス・ベンツ,Bクラス B180 レーダーセーフティパッケージ ベーシックパッケージ AppleCarPlay 純正ナビ バックカメラ ETC車載器 前席シートヒーター 運転席パワーシート LEDヘッドライト コーナーセンサー 禁煙車,99.9,85.6,"2017
(H29)","3.7
万km",1600CC,MT,Aichi,进口车,/usedcar/detail/AU7010491084/index.html,2026-06-21,2017,3.7,1600.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
335,メルセデス・ベンツ,CLAシューティングブレーク CLA200d ディーゼルターボ MP202202 1オーナー車/ACC/BSM/レーンキープ/シートヒーター/パワーシート/シートメモリー/電動トランク/フルセグ/レーダークルコン/ブラインドスポット/レーンキープアシスト/レーンチェンジアシスト/パーキングアシスト,286.8,277.9,"2022
(R04)","4.3
万km",2000CC,MT,Aichi,进口车,/usedcar/detail/AU7069999873/index.html,2026-06-21,2022,4.3,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
336,ミニ,ミニ クーパーS 5ドア DCT ワンオーナー 純正ナビ バックカメラ ACC コーナーセンサー コンフォートアクセス ユニオンジャックテール 純正18インチアルミホイール LEDヘッドライト ドライブレコーダー ミラー一体型ETC Aストップ!,218.8,211.2,"2020
(R02)","4.4
万km",2000CC,MT,Saitama,进口车,/usedcar/detail/AU7036574051/index.html,2026-06-21,2020,4.4,2000.0,Mid-size (1501-2000cc),MINI,Import
337,ミニ,ミニクラブマン クーパー S プレミアムプラスパッケージ DCT 認定中古車/クラブマン/エニグマティックブラック/禁煙車/アダプティブクルーズコントロール/衝突軽減ブレーキ/純正ナビゲーション/純正バックカメラ/コンフォートアクセス/シートヒーター/オットマン,371.1,355.0,"2024
(R06)","1.8
万km",2000CC,MT,Aichi,进口车,/usedcar/detail/AU7007537390/index.html,2026-06-21,2024,1.8,2000.0,Mid-size (1501-2000cc),MINI,Import
338,メルセデス・ベンツ,CLAクラス CLA250 衝突被害軽減ブレーキ 純正ナビ フルセグTV バックカメラ HIDヘッドライト ETC スマートキー プッシュスタート ハーフレザーシート パワーシート ブラインドスポットモニター,160.0,148.4,"2016
(H28)","2.9
万km",2000CC,MT,Hyogo,进口车,/usedcar/detail/AU7036898891/index.html,2026-06-21,2016,2.9,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
339,メルセデス・ベンツ,CLAシューティングブレーク CLA200d AMGライン ディーゼルターボ AMGレザーエクスクルーシブPKG パノラマSR アドバンスドPKG 赤黒革シート ACC HUD ナビ TV 360° 電動シート シートヒーター 電動リアゲート レーダーセーフティPKG ワンオーナー ドラレコ ETC,249.7,242.0,"2019
(R01)","5.4
万km",2000CC,MT,Chiba,进口车,/usedcar/detail/AU6977788797/index.html,2026-06-21,2019,5.4,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
340,,アルファ　ロメオ ジュリエッタ ヴェローチェ 1750 TBI ナビ TV バックカメラ クルコン 純正18インチAW HIDヘッドライト クリアランスソナー 黒革 パワーシート Dシートメモリ シートヒーター ブレンボ製レッドキャリパー パドルシフト ETC ドラレコ レーダー探知機,159.8,149.5,"2019
(R01)","5.6
万km",1750CC,MT,Osaka,进口车,/usedcar/detail/AU7015272435/index.html,2026-06-21,2019,5.6,1750.0,Mid-size (1501-2000cc),Unknown,Import
341,,ＢＭＷ 3シリーズ 320i プラスPKG　コンフォートPKG　全周囲カメラ　3ゾーンオートエアコン　APPLECARPLAY　ワイヤレスチャージング　アンビエントライト　ハイビームアシスト　アダプティブLEDライト　禁煙車,204.9,191.2,"2019
(R01)","5.5
万km",2000CC,MT,Osaka,进口车,/usedcar/detail/AU7064316967/index.html,2026-06-21,2019,5.5,2000.0,Mid-size (1501-2000cc),Unknown,Import
342,アウディ,A4アバント 35 TFSI アドバンスト OP18インチAW ラグジュアリーPKG マトリクスLED パーシャルレザー 全周囲カメラ スマホ連携 アンビエントライト ワイヤレスチャージ ACC レーンアシスト パークアシスト サイドアシスト,258.5,248.9,"2021
(R03)","3.8
万km",2000CC,MT,Kanagawa,进口车,/usedcar/detail/AU7093617912/index.html,2026-06-21,2021,3.8,2000.0,Mid-size (1501-2000cc),Audi,Import
343,,アルファ　ロメオ ジュリア 2.0 ターボ ヴェローチェ HarmanKardon ACC 純正ナビ TV バックカメラ applecarplay 純正19インチAW 赤革 パワーシート Dシートメモリ シートヒーター ステアリングヒーター ワイヤレス充電 BSM クリアランスソナー パドルシフト,349.8,338.0,"2021
(R03)","2.5
万km",2000CC,MT,Osaka,进口车,/usedcar/detail/AU6927431451/index.html,2026-06-21,2021,2.5,2000.0,Mid-size (1501-2000cc),Unknown,Import
344,,ＢＭＷ 2シリーズグランクーペ M235i xドライブ 4WD アドバンスドPKG 赤革 ライブコックピット ACC マグマレッドレザーシート 純正ナビ バックカメラ カープレイ アンビエントライト ヘッドアップディスプレイ 純正ドライブレコーダー LEDヘッドライト 純正18アルミ,322.8,311.4,"2022
(R04)","3.6
万km",2000CC,MT,Mie,进口车,/usedcar/detail/AU7057862623/index.html,2026-06-21,2022,3.6,2000.0,Mid-size (1501-2000cc),Unknown,Import
345,,ＢＭＷ 3シリーズ 318i 40th アニバーサリー エディション 40周年限定車!　17AW　車検R7/3月まで!　ワイヤレスチャージ　ACC　ブラックレザー,310.8,298.0,"2022
(R04)","1.7
万km",2000CC,MT,Nagano,进口车,/usedcar/detail/AU7018033014/index.html,2026-06-21,2022,1.7,2000.0,Mid-size (1501-2000cc),Unknown,Import
346,BMW,ＢＭＷ 3シリーズ 320i 認定中古車　コンフォートアクセス　 オートマチック トランク リッド ロック　電動シート調節 メモリー付　 シート ヒーター 運転席/助手席　 LED-ヘッドライト 拡張範囲付き,249.9,230.0,"2019
(H31)","1.5
万km",2000CC,MT,Kanagawa,进口车,/usedcar/detail/AU6987796720/index.html,2026-06-21,2019,1.5,2000.0,Mid-size (1501-2000cc),BMW,Import
347,ミニ,ミニ クーパーD 5ドア DCT ワンオーナー 純正ナビ Bカメ ペッパーPKG カメラ&パーキングアシストパッケージ Bluetooth インテリジェントセーフティ フロントリアPDC 前後ドラレコ コンフォートアクセス ETC バックカメラ LEDヘッドライト,174.8,167.2,"2021
(R03)","5.4
万km",1500CC,MT,Mie,进口车,/usedcar/detail/AU6961106308/index.html,2026-06-21,2021,5.4,1500.0,Compact (<=1500cc),MINI,Import
348,ジープ,グランドチェロキー リミテッド 4xe 4WD AppleCarPlay Bluetooth 純正ナビ フルセグ 360カメラ レザーシート シートヒーター&クーラー 前面衝突警報 アダプティブクルーズコントロール ALPINE製スピーカー 電動リアゲート 認定中古車保証,609.7,594.7,"2023
(R05)","100
km",2000CC,MT,Osaka,进口车,/usedcar/detail/AU6754784280/index.html,2026-06-21,2023,0.01,2000.0,Mid-size (1501-2000cc),Jeep,Import
349,アウディ,TT クーペ 45 TFSI クワトロ Sラインパッケージ 4WD 黒半革シート OP純正20インチAW バーチャルコックピット フルセグTV Apple Car Play 純正ナビ マトリクスLED シートヒーター パワーシート パーキングアシスト スマートキー,349.8,342.7,"2019
(R01)","5.8
万km",2000CC,MT,Saitama,进口车,/usedcar/detail/AU7084565693/index.html,2026-06-21,2019,5.8,2000.0,Mid-size (1501-2000cc),Audi,Import
350,フォルクスワーゲン,ゴルフヴァリアント TDI Rライン ディーゼルターボ 試乗車 新車保証継承付き認定中古車,424.5,410.0,"2025
(R07)","0.3
万km",1960CC,MT,Nara,进口车,/usedcar/detail/AU7091194629/index.html,2026-06-21,2025,0.3,1960.0,Mid-size (1501-2000cc),VW,Import
351,ボルボ,S60 リチャージ プラグイン ハイブリッド T6 AWD インスクリプション,349.0,328.0,"2022
(R04)","2.3
万km",2000CC,MT,Tokyo,进口车,/usedcar/detail/AU6973554211/index.html,2026-06-21,2022,2.3,2000.0,Mid-size (1501-2000cc),Volvo,Import
352,,ルノー カングー クレアティフ 7EDC ディーゼルターボ ACC/BSM　Applecarplay/AndoroidAuto　Bluetooth　バックソナー　　純正LEDヘッドライト　純正ディスプレイオーディオ　レーンキープアシスト　Bカメラ　ETC,289.8,278.9,"2024
(R06)","2
万km",1500CC,MT,Fukuoka,进口车,/usedcar/detail/AU7087340970/index.html,2026-06-21,2024,2.0,1500.0,Compact (<=1500cc),Unknown,Import
353,プジョー,308SW GT ブルーHDi ディーゼルターボ パノラマSR 純正ナビ AppleCarPlay 360°カメラ 半革 パワーシート シートヒーター ドライブレコーダー コーナーセンサー ワイヤレス充電 パワーバックドア 純正18インチアルミホイール LEDヘッドライト,325.8,315.8,"2023
(R05)","0.8
万km",1500CC,MT,Saitama,进口车,/usedcar/detail/AU6942774409/index.html,2026-06-21,2023,0.8,1500.0,Compact (<=1500cc),Peugeot,Import
354,アウディ,A3スポーツバック 2.0 TFSI クワトロ スポーツ 4WD ラグジュアリーPKGアシスタンスPKGコンビニエンスPKGAudiプレセンスサイドアシストレーンアシスト純正ナビバックカメラパーキングエイドバーチャルコクピットアドバンストキー黒革シート,186.8,176.3,"2017
(H29)","4.2
万km",2000CC,MT,Iwate,进口车,/usedcar/detail/AU7024025670/index.html,2026-06-21,2017,4.2,2000.0,Mid-size (1501-2000cc),Audi,Import
355,フィアット,500X グランビスタ 黒レザー サンルーフ アップルカープレイ 純正ディスプレイオーディオ バックカメラ アダプティブクルーズコントロール レーンキープアシスト ブラインドスポットモニタ フロント電動&トシートヒータ ETC,158.8,148.7,"2021
(R03)","5.1
万km",1300CC,MT,Hyogo,进口车,/usedcar/detail/AU6950161526/index.html,2026-06-21,2021,5.1,1300.0,Compact (<=1500cc),Fiat,Import
356,フィアット,500X クロス ブラウンレザーシート バックカメラ アップルカープレイ アンドロイドオート クルーズコントロール シートヒーター プッシュスタート ETC,139.8,124.3,"2019
(H31)","3.6
万km",1300CC,MT,Saitama,进口车,/usedcar/detail/AU7084557267/index.html,2026-06-21,2019,3.6,1300.0,Compact (<=1500cc),Fiat,Import
357,ミニ,ミニ ジョン・クーパー・ワークス 3ドア 正規ディーラー車/禁煙/1オナ/JCW専用スポーツシート/JCW専用レッドブレーキキャリパー/センターツインエキゾーストパイプ/JCWスポーツサスペンション/JCW専用リアスポイラー/8.8ナビ,272.8,265.2,"2020
(R02)","2.8
万km",2000CC,MT,Aichi,进口车,/usedcar/detail/AU6910984747/index.html,2026-06-21,2020,2.8,2000.0,Mid-size (1501-2000cc),MINI,Import
358,,ルノー トゥインゴ インテンス キャンバストップ 電動オープン クルコン LED 前後ドラレコ 純正オーディオ 純正15インチアルミホイール アイドリングストップ ETC車載器 BBluetooth接続  電動キャンバストップ クルーズコントロール 社外前後ドライブレコーダー,84.8,75.4,"2018
(H30)","3.9
万km",900CC,MT,Mie,进口车,/usedcar/detail/AU7022714909/index.html,2026-06-21,2018,3.9,900.0,Compact (<=1500cc),Unknown,Import
359,メルセデス・ベンツ,メルセデスＡＭＧ SLクラス SL 63 S E パフォーマンス 4WD MP202501 MP202402,1920.2,1900.0,"2026
(R08)","200
km",4000CC,MT,Tokyo,进口车,/usedcar/detail/AU7089068081/index.html,2026-06-21,2026,0.02,4000.0,Luxury (3001cc+),Mercedes-Benz,Import
360,ボルボ,V60 B4 モメンタム ナビ フルセグTV 全周囲カメラ 本革 純正AW 禁煙車 シートヒーター パワーテールゲート パイロットアシスト ドラレコ ETC ステアリングヒーター パワーシート LEDヘッドライト アクティブクルーズコントロール BSM,289.8,279.2,"2022
(R04)","3.6
万km",2000CC,7AT,Tokyo,进口车,/usedcar/detail/AU7087969445/index.html,2026-06-21,2022,3.6,2000.0,Mid-size (1501-2000cc),Volvo,Import
361,メルセデス・ベンツ,Gクラス G400d AMGライン ディーゼルターボ 4WD AMGライン ラグジュアリーパッケージ ガラススライディングルーフ レッドシートベルト アダプティブダンピングシステム Burmesterサラウンドサウンドシステム ピアノラッカーウッドインテリアトリム,1521.7,1498.0,"2021
(R03)","0.5
万km",3000CC,MT,Tokyo,进口车,/usedcar/detail/AU7093225901/index.html,2026-06-21,2021,0.5,3000.0,Large (2001-3000cc),Mercedes-Benz,Import
362,,ルノー メガーヌ インテンス ディスプレイオーディオ　バックカメラ　appleカープレイ対応　シートヒーター　アダクティブクルーズコントロール,191.0,173.8,"2022
(R04)","3
万km",1300CC,MT,Kanagawa,进口车,/usedcar/detail/AU6849746271/index.html,2026-06-21,2022,3.0,1300.0,Compact (<=1500cc),Unknown,Import
363,ミニ,ミニクロスオーバー クーパー D 純正ナビ Bluetooth接続 バックカメラ ACC アンビエントライト シートヒーター パワーバックドア ETC オートライト 社外(EuroBahn)ホイール,169.8,161.8,"2018
(H30)","3.9
万km",2000CC,MT,Fukuoka,进口车,/usedcar/detail/AU6879491528/index.html,2026-06-21,2018,3.9,2000.0,Mid-size (1501-2000cc),MINI,Import
364,プジョー,308SW GT ブルーHDi ディーゼルターボ ワンオーナー 純正ナビ ETC サンルーフ アクティブセーフティーブレーキ アクティブクルーズコントロール ブラインドスポットモニター レーンアシスト クリアランスソナー 電動シート シートヒーター,330.8,310.0,"2024
(R06)","2.2
万km",1500CC,MT,Osaka,进口车,/usedcar/detail/AU7007691663/index.html,2026-06-21,2024,2.2,1500.0,Compact (<=1500cc),Peugeot,Import
365,ミニ,ミニ クーパーD 3ドア DCT 純正HDDナビ コーナーセンサーバックカメラ ユニオンジャックテールランプ インテリジェントセーフティー ETC デユアルエアコン フォグランプ 15インチアルミホイール アクティブクルーズコントロール,249.8,229.8,"2020
(R02)","3.6
万km",1500CC,MT,Yamaguchi,进口车,/usedcar/detail/AU6987948711/index.html,2026-06-21,2020,3.6,1500.0,Compact (<=1500cc),MINI,Import
366,BMW,ＢＭＷ Z4 M40i 黒レザーシート　harman/kardon フルセグTV　シートヒーター　タッチパネルHDDナビ　アダクティブサスペンション　アクティブクルーズコントロール　ヘッドアップディスプレイ　パドルシフト シートヒーター,567.0,542.0,"2019
(R01)","1.9
万km",3000CC,MT,Hyogo,进口车,/usedcar/detail/AU7086549075/index.html,2026-06-21,2019,1.9,3000.0,Large (2001-3000cc),BMW,Import
367,メルセデス・ベンツ,Eクラス E350 e スポーツ エディション スター MP202501 プラグインハイブリット/360°カメラ/メモリー付き電動パワーシート/シートヒーター/ETC2.0/アンビエントライト64色/オートハイビーム/アダプティブクルーズコントロール/ワイヤレスチャージング/禁煙車,753.9,738.0,"2025
(R07)","0.6
万km",2000CC,MT,Kanagawa,进口车,/usedcar/detail/AU7046892783/index.html,2026-06-21,2025,0.6,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
368,メルセデス・ベンツ,Bクラス B180 スポーツ レーダーセーフティパッケージ ベーシックパッケージプラス 後期型 純正ナビ フルセグ バックカメラ シートヒーター アダプティブクルコン キーレスゴー LEDヘッドライト ETC Bluetooth,85.9,71.4,"2016
(H28)","6.2
万km",1600CC,MT,Aichi,进口车,/usedcar/detail/AU6970742717/index.html,2026-06-21,2016,6.2,1600.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
369,アウディ,A6アバント 40 TDI クワトロ スポーツ Sラインパッケージ ディーゼルターボ 4WD テクノロジーPKG ブラックスタイリングPKG HDマトリクスLEDヘッドライト 19インチAW 全席シートヒーター パークアシスト 全周囲カメラ サイドアシスト アンビエントライト,466.2,448.9,"2022
(R04)","2
万km",2000CC,MT,Kanagawa,进口车,/usedcar/detail/AU7077053281/index.html,2026-06-21,2022,2.0,2000.0,Mid-size (1501-2000cc),Audi,Import
370,フォルクスワーゲン,T-Roc R 4WD レザーシート 四輪駆動 ラピスブルー,394.1,378.0,"2025
(R07)","1
万km",1980CC,MT,Kyoto,进口车,/usedcar/detail/AU7034542582/index.html,2026-06-21,2025,1.0,1980.0,Mid-size (1501-2000cc),VW,Import
371,フォルクスワーゲン,ザ・ビートル デザイン スマートキー プッシュスタート ナビ フルセグTV バックカメラ ETC キセノンライト オートライト リヤバックソナー ドライブレコーダー クルーズコントロール,126.8,120.0,"2016
(H28)","4.2
万km",1200CC,MT,Ishikawa,进口车,/usedcar/detail/AU6919493212/index.html,2026-06-21,2016,4.2,1200.0,Compact (<=1500cc),VW,Import
372,,ＢＭＷ 3シリーズツーリング 320d xドライブ Mスポーツ ディーゼルターボ 4WD ハイラインPKG　コンフォートPKG　純ナビ　AppleCarPlay　360°カメラ　HUD　黒革　パワーシート　シートHI　パワーバックドア　純正18インチAW　LEDヘッドライト　PDC　ミラー一体型ETC　ドラレコ　ワイヤレス充電!,424.8,413.6,"2023
(R05)","2.1
万km",2000CC,MT,Saitama,进口车,/usedcar/detail/AU7095310550/index.html,2026-06-21,2023,2.1,2000.0,Mid-size (1501-2000cc),Unknown,Import
373,,ＢＭＷ 2シリーズグランツアラー 218d ラグジュアリー ディーゼルターボ インテリジェントセーフティ　レザーシート　シートヒーター　リアカメラ　社外地デジチューナー　レインセンサー　衝突警告　歩行者警告　車線逸脱警告　パワーシート　Bluetooth　オートライト,150.8,139.2,"2019
(R01)","6.2
万km",2000CC,MT,Okayama,进口车,/usedcar/detail/AU6950826333/index.html,2026-06-21,2019,6.2,2000.0,Mid-size (1501-2000cc),Unknown,Import
374,フィアット,500C ツインエアー ラウンジ KENWOOD製ナビ レッドソフトトップ HIDヘッド パーキングセンサー オートエアコン 純正16インチアルミ ヘッドライトウォッシャー ETC 禁煙車,143.9,130.8,"2018
(H30)","4.3
万km",900CC,MT,Chiba,进口车,/usedcar/detail/AU7034540466/index.html,2026-06-21,2018,4.3,900.0,Compact (<=1500cc),Fiat,Import
