id,brand,model,price_total,price_vehicle,year,mileage,displacement,transmission,prefecture,category,link,crawl_date,year_ce,mileage_wan_km,displacement_cc,vehicle_class,brand_clean,brand_origin
375,プジョー,SUV 2008 アリュール ワンオーナー 禁煙車 純正ナビ フルセグTV バックカメラ 衝突被害軽減ブレーキ アクティブクルーズコントロール AppleCarplay レーンキープアシスト LEDヘッドライト ブラインドスポットモニター,179.8,170.5,"2021
(R03)","2.5
万km",1200CC,8AT,Tokyo,进口车,/usedcar/detail/AU7063773618/index.html,2026-06-21,2021,2.5,1200.0,Compact (<=1500cc),Peugeot,Import
376,ボルボ,XC60 B5 AWD インスクリプション 4WD Bowers & Wilkinsオーディオ エアサス シートエアコン ハンドルヒーター アダクティブクルーズコントロール 衝突軽減ブレーキ レーンキープアシスト ブラインドスポットモニター 電動テールゲート,358.8,341.5,"2021
(R03)","4.5
万km",2000CC,MT,Saitama,进口车,/usedcar/detail/AU6879493948/index.html,2026-06-21,2021,4.5,2000.0,Mid-size (1501-2000cc),Volvo,Import
377,フィアット,500(チンクエチェント) 1.2 ポップ 純正ドライブレコーダー 純正アルミホイール14インチ 社外ナビ フルセグTV DVD再生機能 Bluetooth AUX 横滑り防止装置 禁煙車,79.8,70.6,"2016
(H28)","5.2
万km",1200CC,MT,Nagano,进口车,/usedcar/detail/AU7026065873/index.html,2026-06-21,2016,5.2,1200.0,Compact (<=1500cc),Fiat,Import
378,メルセデス・ベンツ,GLAクラス GLA220 4マチック 4WD サンフール ハーマンカードンスピーカー アダクティブクルーズコントロール ブラインドスポットモニター レーンキープアシスト 衝突軽減ブレーキ 電動テールゲート LEDヘッドライト 本革シート,169.8,156.7,"2019
(H31)","5.3
万km",2000CC,MT,Saitama,进口车,/usedcar/detail/AU7082886757/index.html,2026-06-21,2019,5.3,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
379,,ＢＭＷ 1シリーズ M135i xドライブ 4WD ACC LDW iDriveナビ TV バックカメラ Mスポーツシート 黒革 シートヒーター パワーシート LEDヘッドライト コンフォートアクセス パワーバックドア 18インチAW 液晶メーター ワイヤレスチャージング ETC ドラレコ,265.8,254.2,"2021
(R03)","5.3
万km",2000CC,MT,Miyagi,进口车,/usedcar/detail/AU6919178406/index.html,2026-06-21,2021,5.3,2000.0,Mid-size (1501-2000cc),Unknown,Import
380,ミニ,ミニ クーパーS 3ドア DCT ボディーカラルーフ&ブラックミラーキャップ ステアリングホイールヒーター ベスキンクロスコンビネーションシート Apple CarPlay ヘッドアップディスプレイ アダプティブLEDヘッドライト 360度カメラ,299.8,292.7,"2024
(R06)","2.7
万km",2000CC,7AT,Niigata,进口车,/usedcar/detail/AU6963387915/index.html,2026-06-21,2024,2.7,2000.0,Mid-size (1501-2000cc),MINI,Import
381,プジョー,5008 GT ブルーHDi ディーゼルターボ パノラマガラスサンルーフ純正OPナビフルセグTVBluetoothCarplay対応ディスプレイオーディオ運転席メモリーパワーシートマッサージシートアンビエントライトハーフレザーシートシートヒーターパワーテールゲート,248.8,240.5,"2020
(R02)","2
万km",2000CC,MT,Shizuoka,进口车,/usedcar/detail/AU7046718610/index.html,2026-06-21,2020,2.0,2000.0,Mid-size (1501-2000cc),Peugeot,Import
382,メルセデス・ベンツ,Eクラスクーペ E200 スポーツ レザーPKG パノラミックスライディングルーフ 革シート Burmester 全周囲カメラ 純正ナビTV レーダーセーフティPKG シートヒーター パワーシート LEDヘッド 純正19インチAW 禁煙,270.3,256.0,"2017
(H29)","5
万km",2000CC,MT,Chiba,进口车,/usedcar/detail/AU7040948013/index.html,2026-06-21,2017,5.0,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
383,,ＢＭＷ 2シリーズグランクーペ 218d Mスポーツ エディション ジョイプラス ディーゼルターボ BBS18インチAW　ダウンサス　純正ナビ　バックカメラ　ミラーETC　レーダークルーズ　衝突軽減ブレーキ　LKA　BSM　ワイヤレス充電　ハーフレザーシート　R4/5/6/7/8年整備記録,228.8,220.3,"2021
(R03)","2.3
万km",2000CC,8AT,Kanagawa,进口车,/usedcar/detail/AU7071899053/index.html,2026-06-21,2021,2.3,2000.0,Mid-size (1501-2000cc),Unknown,Import
384,アウディ,A3セダン 30 TFSI アドバンスト デモカー コンビニエンス&アシスタンスパッケージ ナビゲーションパッケージ オートマチックトランクリッド サラウンドビューカメラ MMIナビゲーションシステム 認定中古車,354.0,337.7,"2025
(R07)","0.1
万km",1500CC,MT,Tokyo,进口车,/usedcar/detail/AU7071902546/index.html,2026-06-21,2025,0.1,1500.0,Compact (<=1500cc),Audi,Import
385,BMW,ＢＭＷ 7シリーズ 740i エクセレンス インディビフルレザーメリノカシミアウールコンビネーション　Bowers&Wilkins　ヘッドアップディスプレイ　サンルーフ　　シートクーラー　シートヒーター　マッサージシート　アンビエントL　クリスタルシフト,916.2,898.0,"2024
(R06)","1.1
万km",3000CC,8AT,Hyogo,进口车,/usedcar/detail/AU6971331561/index.html,2026-06-21,2024,1.1,3000.0,Large (2001-3000cc),BMW,Import
386,シトロエン,C3 エクスクルーシブ アルパイン9インチナビ ゼニスウインドウ,59.5,44.8,"2013
(H25)","4.3
万km",1600CC,MT,Saitama,进口车,/usedcar/detail/AU6011321574/index.html,2026-06-21,2013,4.3,1600.0,Mid-size (1501-2000cc),Citroen,Import
387,メルセデス・ベンツ,EQA 250プラス MP202502 弊社デモカー・レーダーセーフティーパッケージ 360度カメラ スマートキー ワイヤレスチャージング シートヒーター,458.0,438.0,"2025
(R07)","0.1
万km",,AT,Tokyo,进口车,/usedcar/detail/AU6909087434/index.html,2026-06-21,2025,0.1,,Luxury (3001cc+),Mercedes-Benz,Import
388,BMW,ＢＭＷ 3シリーズ 320i ピュア エレガンス 首都圏100台限定特別仕様車　モカレザー　HiFiスピーカー　電動トランク　シートヒーター　全周囲カメラ　アンビエントライト　アクティブクルーズコントロール　LEDヘッドライト　純正17インチAW　ワンオーナー,282.0,258.0,"2019
(R01)","1.3
万km",2000CC,MT,Osaka,进口车,/usedcar/detail/AU7097578834/index.html,2026-06-21,2019,1.3,2000.0,Mid-size (1501-2000cc),BMW,Import
389,アウディ,A4 45 TFSI クワトロ Sライン 4WD パークアシストPKG マトリクスLEDヘッドライトPKG 純正ナビ 360°カメラ 社外フルセグTV 前後ドライブレコーダー パドルシフト ハーフレザーシート バーチャルコックピット パワーシート ミラーヒーター,285.8,274.2,"2020
(R02)","2.3
万km",2000CC,MT,Yamagata,进口车,/usedcar/detail/AU7064472523/index.html,2026-06-21,2020,2.3,2000.0,Mid-size (1501-2000cc),Audi,Import
390,メルセデス・ベンツ,Eクラス E250 アバンギャルド スポーツ レザーPKG ナッパ革 全席シートヒーター エアバランスパッケージ ブルメスターサウンド レーダークルーズコントロール 全周囲カメラ 前席パワーシート レーンアシスト LEDヘッド 禁煙車,249.9,229.5,"2018
(H30)","3.5
万km",2000CC,MT,Osaka,进口车,/usedcar/detail/AU7042559179/index.html,2026-06-21,2018,3.5,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
391,ミニ,ミニクラブマン クーパー ペッパーパッケージ/クロスパンチ入革シートセット LEDヘッドランプ/フォグランプ ドライビングアシスト 純正ナビ バックカメラ Bluetooth コンフォートアクセス 純正17インチAW ETC,119.9,106.0,"2016
(H28)","4.1
万km",1500CC,6AT,Saitama,进口车,/usedcar/detail/AU7093618589/index.html,2026-06-21,2016,4.1,1500.0,Compact (<=1500cc),MINI,Import
392,ジープ,コンパス リミテッド 4WD 純正ナビ レザーシート シートヒーター 認定中古車保証 LEDヘッドライト 障害物センサー 衝突軽減ブレーキ アダプティブクルーズコントロール バックカメラ 電動リアゲート 電動パワーシート,196.4,179.0,"2020
(R02)","5.2
万km",2400CC,MT,Kanagawa,进口车,/usedcar/detail/AU7040346232/index.html,2026-06-21,2020,5.2,2400.0,Large (2001-3000cc),Jeep,Import
393,ジープ,ラングラー アンリミテッド スポーツ 4WD 3.6LV6エンジンサイドカメラバックカメラ クルーズコントロール 純正アルミホイール ナビゲーション フロントフォグランプ ETC エアコン ヒルディセントコントロール 横滑り防止装置 盗難防止装置 キーレスキー,315.7,297.7,"2017
(H29)","2.4
万km",3600CC,MT,Osaka,进口车,/usedcar/detail/AU7069961833/index.html,2026-06-21,2017,2.4,3600.0,Luxury (3001cc+),Jeep,Import
394,メルセデス・ベンツ,GLAクラス GLA200 d 4マチック ディーゼルターボ 4WD ナビPKG 1オーナー 全周囲カメラ パワーバックドア 前席シートヒーター 前席パワーシート レーダーセーフティPKG 衝突被害軽減システム 純正HDDナビ フルセグTV 禁煙車,269.9,255.3,"2020
(R02)","6.1
万km",1900CC,8AT,Osaka,进口车,/usedcar/detail/AU7070931408/index.html,2026-06-21,2020,6.1,1900.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
395,シトロエン,C3 シャイン デビューエディション ワンオーナー ETC LEDヘッドライト 新品タイヤ4本 アクティブセーフティーブレーキ クルーズコントロール ブラインドスポットモニター レーンキープアシスト クリアランスソナー バックカメラ,98.8,78.0,"2017
(H29)","5
万km",1200CC,MT,Osaka,进口车,/usedcar/detail/AU7098940059/index.html,2026-06-21,2017,5.0,1200.0,Compact (<=1500cc),Citroen,Import
396,ボルボ,XC60 B5 AWD インスクリプション 4WD 1オーナー パノラマガラスルーフ 本革シート シートヒーター&ベンチレーション PWシート harman/kardonサウンド 純正ナビ サラウンドビューカメラ ACC BLIS LKA PWバックドア LEDヘッドライト 純正19インチAW,404.8,392.9,"2021
(R03)","1.8
万km",2000CC,MT,Nagano,进口车,/usedcar/detail/AU7052610387/index.html,2026-06-21,2021,1.8,2000.0,Mid-size (1501-2000cc),Volvo,Import
397,アウディ,Q2 35 TFSI アドバンスト アウディ正規ディーラー認定中古車 認定中古車保証付帯 MMIナビ Bluetooth カープレイ接続可 スマートキー LEDヘッドライト 電動テールゲート,276.5,258.0,"2022
(R04)","1.4
万km",1500CC,MT,Fukuoka,进口车,/usedcar/detail/AU6950836284/index.html,2026-06-21,2022,1.4,1500.0,Compact (<=1500cc),Audi,Import
398,ミニ,ミニ クーパー 5ドア コンフォートアクセス 純正HDDナビ 純正15インチAW 前後LEDフォグ LEDヘッドライト アンビエントライト バックカメラ ドラレコ ETC Bluetooth USB AUX スペアキー 禁煙,129.8,122.4,"2018
(H30)","1
万km",1500CC,MT,Nagano,进口车,/usedcar/detail/AU6911143828/index.html,2026-06-21,2018,1.0,1500.0,Compact (<=1500cc),MINI,Import
399,ポルシェ,マカン PDK 4WD ACC LKA ポルシェエントリードライブ 半革 シートH 純正ナビ Bluetooth carplay Bカメラ サイドカメラ Pバックドア ドライブレコーダー 純正19インチアルミホイール ETC,349.8,336.8,"2019
(H31)","3.9
万km",2000CC,MT,Fukuoka,进口车,/usedcar/detail/AU6947914539/index.html,2026-06-21,2019,3.9,2000.0,Mid-size (1501-2000cc),Porsche,Import
400,,ＢＭＷ 3シリーズツーリング 320i xドライブ ラグジュアリー 4WD 革シートセット　アドバンスドアクティブセーフティPKG　ストレージPKG　アイボリー革シート　シートヒーター　パワーシート　純正ナビ　リアビューカメラ　HIDヘッド　純正17インチAW　ETC　禁煙車,118.9,98.6,"2015
(H27)","5.3
万km",2000CC,8AT,Chiba,进口车,/usedcar/detail/AU7029732197/index.html,2026-06-21,2015,5.3,2000.0,Mid-size (1501-2000cc),Unknown,Import
401,,ＢＭＷ 1シリーズ M135i xドライブ 4WD M エアロダイナミクスパッケージ　M スポーツ・ブレーキ　パーキング・アシスト　リヤ・ビュー・カメラ　ドライビング・アシスト　オートマチック・テールゲート・オペレーション　iDriveナビゲーション・パッケージ,263.4,252.1,"2020
(R02)","3.8
万km",2000CC,MT,Niigata,进口车,/usedcar/detail/AU6946675866/index.html,2026-06-21,2020,3.8,2000.0,Mid-size (1501-2000cc),Unknown,Import
402,ジープ,ラングラー アンリミテッド スポーツ アルティチュード 4WD 認定中古車 弊社オーナー様下取り車両,468.5,449.0,"2021
(R03)","1.5
万km",3600CC,MT,Kanagawa,进口车,/usedcar/detail/AU7046893284/index.html,2026-06-21,2021,1.5,3600.0,Luxury (3001cc+),Jeep,Import
403,スマート,フォーフォー ブラバス スポーツ ツイナミック ガラスサンルーフ 本革シート シートヒーター 社外ナビ フルセグTV Bluetooth バックカメラ パーキングセンサー オートライト オートワイパー レーンキーピングアシスト クルーズコントロール! 純正17AW!!,144.8,135.1,"2019
(H31)","2.1
万km",900CC,MT,Kumamoto,进口车,/usedcar/detail/AU6892869788/index.html,2026-06-21,2019,2.1,900.0,Compact (<=1500cc),Smart,Import
404,ミニ,ミニ クーパー 5ドア DCT ペッパーP インテリジェントセーフティ 純正ナビ バックカメラ USB Bluetooth 純正15インチAW LEDヘッドライト クリアランスソナー スマートキー パーキングアシスト ETC ドライブレコーダー アイドリングストップ,199.8,189.8,"2020
(R02)","0.7
万km",1500CC,MT,Osaka,进口车,/usedcar/detail/AU6984007917/index.html,2026-06-21,2020,0.7,1500.0,Compact (<=1500cc),MINI,Import
405,,ＢＭＷ M2クーペ 3.0 認定中古車　2年保証　6速MT　禁煙車　コニャック皮シート　オプション19/20AW　harman/kardon　ヘッドアップディスプレイ　LEDヘッドライト　バックカメラ　衝突軽減　ETC　ナビ,825.0,807.0,"2023
(R05)","233
km",3000CC,6MT,Aichi,进口车,/usedcar/detail/AU7022229069/index.html,2026-06-21,2023,0.0233,3000.0,Large (2001-3000cc),Unknown,Import
406,プジョー,3008 GT ブルーHDi ディーゼルターボ ファーストクラスPKG サンルーフ レーダークルーズ バックカメラ フロントカメラ パワーシート シートヒーター 電動リア AppleCarPlay Bluetooth スマートキー 黒ハーフレザー,179.9,165.3,"2018
(H30)","5.2
万km",2000CC,8AT,Aichi,进口车,/usedcar/detail/AU7043610558/index.html,2026-06-21,2018,5.2,2000.0,Mid-size (1501-2000cc),Peugeot,Import
407,メルセデス・ベンツ,CLAシューティングブレーク CLA200d AMGライン ディーゼルターボ パノラマSR AMGレザーエクスクルーシブPKG アドバンスドPKG 灰黒レザーシート ACC HUD ナビ TV 360°電動シート シートヒーター 電動リアゲート LEDヘッドライト レーダーセーフティPKG ETC ドラレコ,263.8,256.1,"2019
(R01)","5.5
万km",2000CC,MT,Chiba,进口车,/usedcar/detail/AU7077063783/index.html,2026-06-21,2019,5.5,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
